journal,title,year,doi,url,has_keyword
Scientometrics,Extracting problem and method sentence from scientific papers: a context-enhanced transformer using formulaic expression desensitization,2024,https://doi.org/10.1007/s11192-024-05048-6,https://openalex.org/W4399053516,True
Scientometrics,A decadal study on identifying latent topics and research trends in open access LIS journals using topic modeling approach,2024,https://doi.org/10.1007/s11192-024-05058-4,https://openalex.org/W4399298197,True
Scientometrics,A deep learning-based method for predicting the emerging degree of research topics using emerging index,2024,https://doi.org/10.1007/s11192-024-05068-2,https://openalex.org/W4399670849,True
Scientometrics,Predicting citation impact of academic papers across research areas using multiple models and early citations,2024,https://doi.org/10.1007/s11192-024-05086-0,https://openalex.org/W4400017022,True
Scientometrics,"The small-world phenomenon: a model, explanations, characterizations, and examples",2024,https://doi.org/10.1007/s11192-024-05119-8,https://openalex.org/W4401427630,True
Scientometrics,Mapping scholarly books: library metadata and research assessment,2024,https://doi.org/10.1007/s11192-024-05120-1,https://openalex.org/W4401657470,True
Scientometrics,Exploring the applicability of large language models to citation context analysis,2024,https://doi.org/10.1007/s11192-024-05142-9,https://openalex.org/W4402775249,True
Scientometrics,The impact of the virtualization of scholarly conferences on the gender structure of conference contributors,2024,https://doi.org/10.1007/s11192-024-05212-y,https://openalex.org/W4405400824,True
Scientometrics,Charting the Open Access scholarly journals landscape in the UAE,2020,https://doi.org/10.1007/s11192-020-03349-0,https://openalex.org/W3000780640,True
Scientometrics,Scientific collaboration of researchers and organizations: a two-level blockmodeling approach,2020,https://doi.org/10.1007/s11192-020-03708-x,https://openalex.org/W3086847010,True
Scientometrics,Disambiguation of author entities in ADS using supervised learning and graph theory methods,2021,https://doi.org/10.1007/s11192-021-03951-w,https://openalex.org/W3153945221,True
Scientometrics,Exploring funding patterns with word embedding-enhanced organization–topic networks: a case study on big data,2022,https://doi.org/10.1007/s11192-021-04253-x,https://openalex.org/W4206167457,True
Scientometrics,Research performance and scholarly communication profile of competitive research funding: the case of Academy of Finland,2022,https://doi.org/10.1007/s11192-022-04385-8,https://openalex.org/W4295337144,True
Scientometrics,Research proposal content extraction using natural language processing and semi-supervised clustering: A demonstration and comparative analysis,2023,https://doi.org/10.1007/s11192-023-04689-3,https://openalex.org/W4362717730,True
Scientometrics,Knowledge discovery from the texts of Nobel Prize winners in literature: sentiment analysis and Latent Dirichlet Allocation,2023,https://doi.org/10.1007/s11192-023-04783-6,https://openalex.org/W4383621371,True
Scientometrics,Embedding models for supervised automatic extraction and classification of named entities in scientific acknowledgements,2023,https://doi.org/10.1007/s11192-023-04806-2,https://openalex.org/W4386086063,True
Scientometrics,How is public discussion as reflected in WeChat articles different from scholarly research in China? An empirical study of metaverse,2023,https://doi.org/10.1007/s11192-023-04892-2,https://openalex.org/W4389668921,True
Scientometrics,Dr. Anonymous is still there: a revisit of legal scholarly publishing,2023,https://doi.org/10.1007/s11192-023-04912-1,https://openalex.org/W4389979110,True
Scientometrics,Examining scholarly communication on X (Twitter): insights from participants tweeting COVID-19 and ChatGPT publications,2025,https://doi.org/10.1007/s11192-025-05246-w,https://openalex.org/W4407176349,True
Scientometrics,Comeback or dropout: study of discontinued researchers at early career stage,2025,https://doi.org/10.1007/s11192-025-05243-z,https://openalex.org/W4407180205,True
Scientometrics,On the credibility of QS and THE ranking by subject area: misalignment of subject mapping to academic disciplines,2025,https://doi.org/10.1007/s11192-025-05266-6,https://openalex.org/W4409274663,True
Scientometrics,Learned societies in the academic landscape: challenges in identifying and categorizing organizations,2025,https://doi.org/10.1007/s11192-025-05304-3,https://openalex.org/W4409295388,True
Scientometrics,Fragmentation of national research systems: the case of the Netherlands,2025,https://doi.org/10.1007/s11192-025-05310-5,https://openalex.org/W4409343395,True
Scientometrics,Choosing a career partner: birds of a feather flock together,2025,https://doi.org/10.1007/s11192-025-05299-x,https://openalex.org/W4409401306,True
Scientometrics,What influences the number of citations of scientific articles? Study on colloid and interface science,2025,https://doi.org/10.1007/s11192-025-05311-4,https://openalex.org/W4409401437,True
Scientometrics,Do epistemic similarity and experiential familiarity enhance the productivity of early-career interdisciplinary researchers?,2025,https://doi.org/10.1007/s11192-025-05301-6,https://openalex.org/W4409635177,True
Scientometrics,Measuring scholarly performance using comprehensive standardized research-teaching (RT) score,2025,https://doi.org/10.1007/s11192-025-05317-y,https://openalex.org/W4409650581,True
Scientometrics,"Gender disparities in first authorship: examining the Matilda effect across communication, political science, and sociology",2025,https://doi.org/10.1007/s11192-025-05303-4,https://openalex.org/W4409780369,True
Scientometrics,Do articles with multiple corresponding authorships have a citation advantage? A double machine learning analysis approach,2025,https://doi.org/10.1007/s11192-025-05242-0,https://openalex.org/W4409864519,True
Scientometrics,The structure and evolution of scholarly interests from antiquity to the eighteenth century,2025,https://doi.org/10.1007/s11192-025-05340-z,https://openalex.org/W4410717037,True
Scientometrics,Local or global? Factors influencing authorship composition of Australian journals,2025,https://doi.org/10.1007/s11192-025-05360-9,https://openalex.org/W4412043260,True
Scientometrics,Analyzing the scholarly visibility of blockchain technology research output on social media platforms using altmetrics,2025,https://doi.org/10.1007/s11192-025-05354-7,https://openalex.org/W4412048071,True
Scientometrics,Research on paragraph-level functional structure recognition in scientific literature: a data augmentation method based on LLMs and lexical function,2025,https://doi.org/10.1007/s11192-025-05355-6,https://openalex.org/W4412627044,True
Scientometrics,A novel unsupervised learning framework for measuring the technological innovation of patents,2025,https://doi.org/10.1007/s11192-025-05380-5,https://openalex.org/W4412818251,True
Scientometrics,Flexible recruitment of overseas talent,2025,https://doi.org/10.1007/s11192-025-05379-y,https://openalex.org/W4412852796,True
Scientometrics,Field identification and opportunity discovery of photovoltaics technology: deep transfer learning method,2025,https://doi.org/10.1007/s11192-025-05394-z,https://openalex.org/W4412865895,True
Scientometrics,Science out of its Ivory Tower: improving accessibility with reinforcement learning,2025,https://doi.org/10.1007/s11192-025-05386-z,https://openalex.org/W4412961793,True
Scientometrics,Estimation of disciplinary similarity with large language models,2025,https://doi.org/10.1007/s11192-025-05385-0,https://openalex.org/W4413129533,True
Scientometrics,Academic literature recommendation in large-scale citation networks enhanced by large language models,2025,https://doi.org/10.1007/s11192-025-05420-0,https://openalex.org/W4414033246,True
Scientometrics,Toward a classification of Spanish scholarly journals in social sciences and humanities considering their impact and visibility,2020,https://doi.org/10.1007/s11192-020-03665-5,https://openalex.org/W3069355347,True
Scientometrics,"Other than detecting impact in advance, alternative metrics could act as early warning signs of retractions: tentative findings of a study into the papers retracted by PLoS ONE",2020,https://doi.org/10.1007/s11192-020-03698-w,https://openalex.org/W3084494566,True
Scientometrics,"Are organizational and economic proximity driving factors of scientific collaboration? Evidence from Spanish universities, 2001–2010",2020,https://doi.org/10.1007/s11192-020-03748-3,https://openalex.org/W3095217436,True
Scientometrics,Machine learning misclassification of academic publications reveals non-trivial interdependencies of scientific disciplines,2020,https://doi.org/10.1007/s11192-020-03789-8,https://openalex.org/W3110489943,True
Scientometrics,An in-text citation classification predictive model for a scholarly search system,2021,https://doi.org/10.1007/s11192-021-03986-z,https://openalex.org/W3159507040,True
Scientometrics,Do scientific publications by editorial board members have shorter publication delays and then higher influence?,2021,https://doi.org/10.1007/s11192-021-04067-x,https://openalex.org/W3176694485,True
